country,ISO 3 country code,ISO 2 country code,country full name,currency,capital city,region,continent,demonym,latitude,longitude,agricultural land,forest area,land area,rural land area,urban land area,central government debt,expense,MillionGDP,GDP,inflation,self-employed workers,tax revenue,unemployment,vulnerable employment,access to electricity,alternative and nuclear energy,electricity production from coal sources,electricity production from hydroelectric sources,electricity production from natural gas sources,electricity production from nuclear sources,electricity production from oil sources,"electricity production from renewable sources, excluding hydroelectric",net energy imports,fossil fuel energy consumption,renewable energy consumption,carbon dioxide emissions (CO2),methane emissions,nitrous oxide emissions,"other greenhouse gas emissions, HFC, PFC and SF6",urban population living in areas where elevation is below 5 meters ,health expenditure,health expenditure per capita,hospital beds,incidence of HIV,suicidemortalityrate,armed forces personnel,"internally displaced persons, by conflict and violence",military expenditure,birth rate,death rate,fertility rate,individuals using the Internet,life expectancy at birth,net migration,female population,male population,population,proportion of seats held by women in national parliaments,rural population,urban population,press freedom,democracy score,democracy type,median age,political leader,title of the political leader
Switzerland,CHE,CH,Switzerland,Swiss franc,Bern,Western Europe,Europe,Swiss,47,8,14993.783,12725.5,39509.63,34763.58127,4016.815073,17.80286392,16.65979572,884940.4022,8.85E+11,2.13540088,16.35083395,9.10068229,4.05,9.729887481,100,39.88653588,0,57.88159826,1.001558316,34.93199389,0.068081759,4.316383497,50.08899721,50.16822548,27.7,34916.1,4975.239558,2396.71253,1473.070801,0,11.80107975,10897.4502,4.63,,14.5,20000,,0.764653392,9.4,8.5,1.39,95.56937168,83,39998,4452743,4397109,8849852,38.5,2283085,6566767,7.43,9.03,Full democracy,38.4,Simonetta Sommaruga,President
Poland,POL,PL,Republic of Poland,Polish zloty,Warsaw,Eastern Europe,Europe,Polish,52,20,144994.6,94950,306100,293194.0002,14773.80472,60.45439847,36.25831681,811229.1007,8.11E+11,11.5289128,19.859158,17.26854902,2.905,15.94932932,100,1.143024039,80.90616462,1.114755295,3.886431262,0,1.288783688,12.68764338,28.54636235,90.29137544,15.2,279223.8,29540.38185,22864.40427,12110.33203,1.058313717,6.68,1225,6.54,0.03,11.3,189000,,2.388511888,8.3,12.2,1.261,86.94113568,77,-910475,18909456,17776393,36685849,29.34782609,14594364,22091485,2.71,6.67,Flawed democracy,36.1,Mateusz Morawiecki,Prime Minister
Argentina,ARG,AR,Argentine Republic,Argentine peso,Buenos Aires,South America,America,Argentine,-34,-64,1179577.597,284636.667,2736690,2735389.702,11432.73056,,21.96401534,640591.4107,6.41E+11,,27.60538713,11.15206569,6.178,24.09789739,100,5.501503643,2.029567389,26.24157509,49.48226026,4.166726991,15.42319446,1.898494036,13.02936074,87.72240748,9.2,154535.9,131035.6894,51061.49889,3701.727539,0.896204618,9.70880699,1044.772705,4.99,0.09,8.4,103000,,0.411211299,13.794,8.589,1.876,88.37535691,76,3718,23555389,23099192,46654581,43.19066148,3516356,43138225,2.76,7.02,Flawed democracy,27.9,Alberto Fernández,President
Belgium,BEL,BE,Kingdom of Belgium,Euro,Brussels,Western Europe,Europe,Belgian,50.83333333,4,13656.7,6893,30280,22780.52409,7730.87924,94.03943214,40.24629849,632216.5771,6.32E+11,4.049010776,15.05720578,23.09019066,5.508,11.40411886,100,15.1103274,6.108011733,0.457238166,32.80611951,37.53235176,0.300511877,20.34278484,80.09179197,75.87078435,11.7,85364.1,7974.086619,4564.196311,2697.187012,4.232880791,11.04290771,5680.231445,5.58,0.04,18.3,24000,,1.179737081,9.8,10,1.53,94.00783071,82,23999,5978050,5844542,11822592,42.66666667,214107,11608485,6.48,7.78,Flawed democracy,37.3,Sophie Wilmès,Prime Minister
Sweden,SWE,SE,Kingdom of Sweden,Swedish krona,Stockholm,Northern Europe,Europe,Swedish,62,15,30029.1,279800,407283.54,411134.3059,4064.22826,36.25306055,31.66065232,593267.701,5.93E+11,8.548624897,10.50457565,27.11317378,7.587,7.138768898,100,43.24115038,0.666950738,46.50869815,0.262457466,34.73640007,0.155621839,16.75404956,24.65208338,25.11709613,57.9,33576.1,4792.09356,6381.072374,-4904.415039,3.39593162,10.67,5980,2.14,,14.7,15000,,1.307463119,10,9,1.52,95.00970335,83,39998,5224802,5311829,10536632,46.41833811,1186635,9349997,9.41,9.39,Full democracy,35.7,Stefan Löfven,Prime Minister
Ireland,IRL,IE,Ireland,Euro,Dublin,Northern Europe,Europe,Irish,53,-8,43370,7860.2,68890,67698.15848,1261.38995,46.71424172,19.79140836,545629.4504,5.46E+11,6.299424874,13.95593871,17.27151797,4.34,10.04201795,100,4.800148994,17.34581302,2.871988327,44.01224243,0,1.448450123,25.09341969,85.66713692,85.34281977,12.7,33742.2,15252.82463,9572.898489,883.4353027,1.635317157,6.07060957,6349.477539,2.97,,9.6,9000,,0.225109122,11.2,6.9,1.7,95.16956667,83,9999,2653866,2608515,5262382,23.125,1869935,3392447,5.21,9.15,Full democracy,34.3,Leo Varadkar,Taoiseach
Austria,AUT,AT,Republic of Austria,Euro,Vienna,Western Europe,Europe,Austrian,47.33333333,13.33333333,25974.594,39027.4,82520,80030.88661,2973.71201,75.05117642,47.88705562,516034.1441,5.16E+11,7.81413417,12.73055612,26.23780448,5.243,7.986665492,100,12.21287915,8.226608163,59.99708563,12.60139566,0,1.394038502,16.49369364,63.54485349,65.66182199,36,59142.4,6863.078458,3759.74089,-8604.113281,0,12.1,6505,7.27,,14.6,23000,,0.772607157,9.1,10.3,1.41,93.61409139,81,19999,4634336,4498048,9132383,40.98360656,3695875,5436508,5.1,8.29,Full democracy,39.2,Sebastian Kurz,Federal Chancellor
Thailand,THA,TH,Kingdom of Thailand,Thai baht,Bangkok,South-Eastern Asia,Asia,Thai,15,100,235000,198370,510890,491891.911,19506.66092,60.34985768,21.50242941,514944.9938,5.15E+11,1.228026235,52.03692993,14.38061462,0.913,49.72975549,99.9,1.108075739,19.45432043,2.665954095,71.43676868,0,0.570432043,5.872524752,41.56815174,79.83902265,19,265478.9,75892.78006,20931.77794,28219.8418,14.65060601,5.16038752,364.3696899,2.1,0.13,8.8,455000,41000,1.157640846,8.806,7.487,1.317,87.97728101,80,18999,36975565,34825715,71801279,18.83767535,33310049,38491230,1.77,4.63,Hybrid regime,36.2,Prayut Chan-o-cha,Prime Minister
United Arab Emirates,ARE,AE,United Arab Emirates,U.A.E. dirham,Abu Dhabi,Western Asia,Asia,Emirati,24,54,3915.615,3173,71020,77233.34084,2263.105046,1.845685137,3.842361386,504173.4513,5.04E+11,4.827888596,4.467258918,0.573565333,2.706,1.157808048,100,0.09690708,0,0,98.52550916,0,1.242089726,0.232401112,-183.8439704,86.12834902,1,188088.7,56944.70537,1829.639574,-16708.68762,25.50331343,5.30695152,2351.80542,1.38,,6.4,63000,,5.643651352,9.888,1.865,1.443,100,79,0,2933285,6583587,9516871,50,1163057,8353814,1.79,2.76,Authoritarian,29.5,Sheikh Khalifa bin Zayed Al Nahyan,President
Norway,NOR,NO,Kingdom of Norway,Norwegian krone,Oslo,Northern Europe,Europe,Norwegian,62,10,9850,121878,364270,306188.4558,2007.78451,30.75201562,36.57010253,503367.986,5.03E+11,3.483880553,5.435175408,25.50276589,4.369,4.269032925,100,31.31793142,0.104917942,95.8255166,1.805144453,0,0.020149803,1.884354025,-581.3465735,56.95162865,61.4,36177.4,4342.761259,3522.994529,-3686.011963,2.894106313,10.08,9163,3.53,,11.8,25000,,1.72188687,10.4,7.8,1.55,99.0000036,83,10604,2680087,2728232,5408320,44.9704142,901946,4506374,10,9.87,Full democracy,35.3,Erna Solberg,Prime Minister
Singapore,SGP,SG,Republic of Singapore,Singapore dollar,Singapore,South-Eastern Asia,Asia,Singaporean,1.36666666,103.8,6.6,153.9,718,210.1625761,454.0838427,150.1419128,15.13577767,501427.5001,5.01E+11,4.821467295,13.62042338,12.03319296,3.472,9.742323036,100,0.192789212,1.196072597,0,95.02925717,0,0.698204899,1.820886641,97.68200129,90.57887358,1.1,43705,4347.650851,10311.47979,2728.241486,0.656566658,5.56525183,3969.890869,2.49,,11.2,59000,,2.770566268,7.9,6.3,1.04,95.95386476,83,26998,2825143,3092505,5917648,29.12621359,0,5917648,1.52,6.38,Flawed democracy,38.8,Lee Hsien Loong,Prime Minister
Israel,ISR,IL,State of Israel,Israeli new shekel,Jerusalem,Western Asia,Asia,Israeli,31.5,34.75,6435,1400,21640,19195.22991,2743.733632,88.60319026,38.22970076,488526.5459,4.89E+11,1.510200477,11.42853361,24.61539596,4.812,8.347974486,100,5.245322035,45.40373058,0.037368044,51.6130539,0,0.65238377,1.852832186,64.96736333,97.38212413,6.2,58471.8,9801.47314,2690.533696,8969.481381,1.604454654,7.9,4339,2.98,,5.3,178000,200000,4.976052226,19.7,5.4,3,90.29689758,82,16856,4699259,4672141,9371400,28.33333333,686549,8684851,2.54,7.79,Flawed democracy,25,Yair Lapid,Prime Minister
Venezuela,VEN,VE,República Bolivariana de Venezuela,Venezuelan bolivar fuerte,Caracas,South America,America,Venezuelan,8,-66,215000,461733.6,882050,899029.2577,6248.974133,,,482359.3188,4.82E+11,254.9485348,40.14946791,,5.528,38.5978243,100,8.247059051,0,63.6950421,19.4191683,0,16.88578961,0,-178.7748702,88.37797322,33.7,72509,97594.23488,13097.21934,-5114.259277,3.246820444,4.03775549,160.0984039,0.87,,2.1,343000,,0.649886789,15.573,8.1,2.188,61.6,71,321106,14583567,14254932,28838499,22.15568862,3334307,25504192,1.59,3.16,Authoritarian,24.3,Nicolás Maduro,President
Nigeria,NGA,NG,Federal Republic of Nigeria,Nigerian naira,Abuja,Western Africa,Africa,Nigerian,10,8,686440,214636.5,910770,882024.6559,25189.86866,,,472624.5969,4.73E+11,18.84718778,85.8535116,,3.827,84.36917323,60.5,0.274463996,0,18.19512506,81.80487494,0,0,0,-93.02721929,18.87676676,80.3,111978.1,151059.7744,41196.30278,38585.78662,2.717753128,4.07625723,83.84061432,0.5,,3.5,223000,3646000,0.635544551,36.611,12.431,5.143,55.36371347,54,-59996,108093075,110448136,218541212,3.611111111,101575770,116965442,2.14,4.44,Hybrid regime,13.2,Muhammadu Buhari,President
Philippines,PHL,PH,Republic of the Philippines,Philippine peso,Manila,South-Eastern Asia,Asia,Filipino,13,122,126830,72234.8,298170,282119.5821,12151.46533,43.42633894,18.60688933,437146.3727,4.37E+11,5.978025155,36.05872657,14.61900582,2.233,33.27930606,94.8,2.90636149,44.51482169,10.51411792,22.90658027,0,7.142077099,14.8993484,45.76800308,62.43489629,28,133471.3,65722.00682,14455.78231,4267.337891,5.935853991,5.1,178,0.99,0.21,2.2,157000,113000,0.99629547,21.618,5.568,2.725,52.67573808,72,-69996,57743514,59593853,117337368,27.33118971,60678673,56658695,1.78,6.71,Flawed democracy,21,Rodrigo Duterte,President
Bangladesh,BGD,BD,People's Republic of Bangladesh,Bangladeshi taka,Dhaka,Southern Asia,Asia,Bangladeshi,24,90,100680,18834,130170,79328.8629,56970.02069,31.20445211,8.324251342,437415.331,4.37E+11,9.883503038,58.14651746,7.64236301,5.06,54.94420436,99.4,0.153500382,1.689515514,0.959143211,80.70359763,0,16.37999695,0.267746691,16.84170264,73.76893795,25,85493.1,88903.99717,28076.84646,1513.770508,6.064835929,2.36492991,57.93856812,0.79,0.01,3.7,227000,426000,1.128820105,17.48,5.296,1.95,38.91744466,74,-309977,87282086,85672234,172954319,20.85714286,102954517,69999802,1.54,5.57,Hybrid regime,23.1,Sheikh Hasina,Prime Minister
Vietnam,VNM,VN,Socialist Republic of Vietnam,Vietnamese dong,Hanoi,South-Eastern Asia,Asia,Vietnamese,16.16666666,107.8333333,123600,147189.9,313429,297626.6621,28615.40606,,,429716.969,4.30E+11,3.252892827,53.79385133,,1.602,51.945703,100,6.937204,29.57144628,36.61397546,33.21046691,0,0.48602911,0.11808224,-15.10587448,69.82183655,24.2,355323.1,79619.23803,26832.53468,22687.86133,22.50479746,4.59346437,172.5529785,2.6,0.06,7.5,522000,,2.28456986,14.689,6.831,1.941,78.58999918,75,-82700,50008702,48850248,98858950,30.26052104,59829437,39029513,1.04,3.08,Authoritarian,28.8,Nguyễn Phú Trọng,General Secretary of the Communist Party
Japan,JPN,JP,Japan,Japanese yen,Tokyo,Eastern Asia,Asia,Japanese,36,138,46590,249350,364500,316736.2049,53452.06098,216.2133755,20.96095818,4212945.16,4.21E+12,3.268133659,9.687546463,11.37923694,2.575,8.02810712,100,3.092020739,33.15273563,8.229092813,39.5872172,0.911553166,7.51942013,7.75568791,93.01912814,93.02645511,8.8,1014064.7,25783.31233,18498.40533,-21412.03125,11.57476212,10.82,4347,12.98,,15.3,261000,,1.077734437,6.3,12.9,1.26,82.91407928,84,99994,64009039,60507611,124516650,10.34482759,9907790,114608860,2.66,7.99,Flawed democracy,45.1,Yoshihide Suga,Prime Minister
Germany,DEU,DE,Federal Republic of Germany,Euro,Berlin,Western Europe,Europe,German,51,9,165910,114190,349390,316383.4801,36996.44357,20.93058961,32.08018964,4082469.491,4.08E+12,6.872574386,8.746564079,11.22967079,3.135,4.606065253,100,12.86361986,44.26280916,2.960682843,9.83155139,14.31992599,0.968692616,26.27108728,61.40016937,78.86255106,17.6,603350.5,46917.60037,33815.1086,-16702.19531,1.17773606,12.65471077,6191.035156,8,0.02,12.3,183000,,1.39005501,8.8,12.7,1.455,91.62984383,81,154592,42450429,41347556,83797985,34.91847826,18730526,65067459,5.36,8.68,Full democracy,40.9,Olaf Scholz,Federal Chancellor
Denmark,DNK,DK,Kingdom of Denmark,Danish krone,Copenhagen,Northern Europe,Europe,Danish,56,10,26180,6293.8,40000,40365.627,2235.486537,75.26157028,32.6825352,404198.7575,4.04E+11,3.305178112,8.582395867,30.55800955,5.142,5.783935299,100,11.74894611,24.54485784,0.06218261,6.27353439,0,1.081286489,65.44374201,1.774998671,64.92708947,39.5,27356.5,7778.773921,5492.825727,-1927.645142,8.64748991,9.5,6332,2.6,0.01,10.7,15000,,1.418960371,9.9,10.1,1.55,97.86011812,81,19999,2988010,2958942,5946952,43.57541899,684197,5262755,7.92,9.22,Full democracy,37.2,Mette Frederiksen,Prime Minister
Iran,IRN,IR,Islamic Republic of Iran,Iranian rial,Tehran,Southern Asia,Asia,Iranian,32,53,470670,107656.3,1622500,1601053.354,16217.10485,,19.63738608,401504.5147,4.02E+11,44.57918576,42.46882495,7.358478041,9.103,39.4217317,100,0.908868457,0.164627824,5.02079228,79.26651534,1.628497245,14.42560212,0.084095598,-33.39527219,99.02258055,0.9,616561.3,174641.9705,39719.80826,-27100.03906,0.759192443,5.77013779,392.5414429,1.56,0.03,5.2,650000,,2.585867681,13.242,6.152,1.681,78.5957366,75,-39998,44170373,45002394,89172767,5.594405594,20280562,68892205,1.21,2.45,Authoritarian,28.9,Ali Khamenei,Supreme Leader
Malaysia,MYS,MY,Malaysia,Malaysian ringgit,Kuala Lumpur,South-Eastern Asia,Asia,Malaysian,2.5,112.5,85710,190638.9,328550,318197.5661,11417.6354,60.26664042,17.93159629,399648.8285,4.00E+11,2.488865601,24.73669879,11.65401081,3.855,21.53261442,100,1.180687725,42.28132931,9.275061117,46.60311878,0,1.158383459,0.682107339,-5.505028941,96.6281989,7.5,245139.3,37175.59793,9265.095907,-29431.54785,6.518568111,4.38380671,487.0088196,1.88,0.09,5.7,136000,,0.95753454,15.016,5.443,1.787,97.3986404,76,48997,16788267,17520258,34308525,13.51351351,7302226,27006299,2.13,6.88,Flawed democracy,26.7,Muhyiddin Yassin,Prime Minister
Egypt,EGY,EG,Arab Republic of Egypt,Egyptian pound,Cairo,Northern Africa,Africa,Egyptian,27,30,40310,449.8,995450,971206.1986,18917.96116,85.78853383,30.23036949,395926.0752,3.96E+11,33.88477631,27.42195397,12.5192111,7.306,23.92916003,100,1.499717728,0,7.381152563,70.72871846,0,21.01199602,0.878132951,-7.391493976,97.92892979,6.1,210752.3,64402.91925,20471.52798,17962.64844,13.7508994,4.60955143,179.6811981,1.43,0.05,3,836000,3200,1.061810044,22.107,6.39,2.878,72.19806524,70,-29998,55728922,56987677,112716598,27.53378378,64135744,48580854,1.38,3.36,Authoritarian,20.2,Abdel Fattah el-Sisi,President
South Africa,ZAF,ZA,Republic of South Africa,South African rand,Pretoria,Southern Africa,Africa,South African,-29,24,963410,170136.9,1213090,1204427.393,15118.66208,76.54746786,33.61607358,377781.601,3.78E+11,6.073908532,28.98585871,26.11128289,27.988,24.21796318,86.5,2.664953568,92.71123792,0.32463848,0,5.529299999,0.074168342,1.930403346,-14.48355329,86.79143169,9.7,393241.6,72213.21514,17992.98714,49022.15625,0.114056752,8.27309132,583.6710815,2.3,3.15,23.5,89000,620,0.739893648,19.31,12.032,2.341,72.310492,61,58496,30962518,29451976,60414495,45.86466165,18837844,41576651,3.52,7.24,Flawed democracy,23.5,Cyril Ramaphosa,President
Colombia,COL,CO,Republic of Colombia,Colombian peso,Bogotá,South America,America,Colombian,4,-72,427180,589426.267,1109500,1127197.644,5114.558454,70.14018401,32.73243169,363540.1562,3.64E+11,11.73590449,47.10217932,15.27787993,9.565,44.22219216,100,9.203541219,11.85215237,64.95935784,19.34306041,0,0.567976006,3.277453381,-274.1331607,76.68569263,29.7,79057.6,77156.40012,23778.21405,11462.40625,1.780236407,9.01772404,557.5394898,1.71,0.16,3.9,428000,5077000,3.079107754,13.921,7.409,1.692,72.79637704,74,-175051,26416500,25668667,52085168,28.87700535,9190949,42894219,1.83,6.96,Flawed democracy,27.7,Iván Duque,President
India,IND,IN,Republic of India,Indian rupee,New Delhi,Southern Asia,Asia,Indian,20,77,1785279.48,724264,2973190,2956471.266,171839.1829,46.52249867,15.66313192,3549918.919,3.55E+12,5.649143189,76.86964302,12.01742775,4.172,74.00241763,99.2,2.667720547,75.30939896,9.982039098,4.923196173,2.790639431,1.659503516,5.361011248,34.30552375,73.57697909,34.9,2200836.3,697654.6707,279003.7915,-333368.1094,1.44686399,3.28,74,0.53,0.05,12.7,3068000,613000,2.425227117,16.267,9.074,2.011,46.31,68,-486136,691776131,736851532,1428627663,15.24163569,909121500,519506163,1.71,7.23,Flawed democracy,24.3,Narendra Modi,Prime Minister
Romania,ROU,RO,Romania,New Romanian leu,Bucharest,Eastern Europe,Europe,Romanian,46,25,130490,69290.5,230080,229905.7683,5124.834377,50.45296898,36.85725161,351002.5796,3.51E+11,10.39718748,23.20290976,16.02041153,5.595,22.07098173,100,14.51546249,27.63872455,25.231334,14.23803889,17.90742615,0.719031583,14.5156397,16.77549802,72.52369457,24.1,68664,16458.96123,9151.856248,-5670.823242,0.246959428,6.23,810,6.89,0.03,9.7,128000,,1.730545066,9.6,14.3,1.81,85.50309124,75,-254616,9833726,9222390,19056116,19.09090909,8637756,10418360,3.05,6.38,Flawed democracy,37.1,Klaus Iohannis,President
Pakistan,PAK,PK,Islamic Republic of Pakistan,Pakistani rupee,Islamabad,Southern Asia,Asia,Pakistani,30,70,363030,36845.6,770880,821721.3635,39082.02197,55.03242161,12.77610001,338368.4553,3.38E+11,30.76812807,57.86079157,7.499686773,5.499,56.39596753,95,4.032139406,0.137108632,30.67264412,25.72500699,4.757542902,37.22499346,0.757705595,24.12316878,61.58536145,41.6,184111.2,169428.2367,68971.75355,10236.18359,0.209824035,2.91131568,43.09069443,0.63,,8.9,943000,23000,2.63074028,27.233,7.021,3.41,21.0372074,66,-165988,119229040,121256617,240485658,20.46783626,149004914,91480744,1.71,4.17,Hybrid regime,16.7,Imran Khan,Prime Minister
Chile,CHL,CL,Republic of Chile,Chilean peso,Santiago,South America,America,Chilean,-30,-71,105955.37,183336.2,743532,723594.5312,3579.670357,13.14564,24.05455473,335533.3317,3.36E+11,7.581682514,24.60779512,21.27361513,9.037,21.40490795,100,5.722212159,37.14433523,31.6778755,15.06493162,0,4.186398185,11.92645947,65.23645645,74.64721226,24.2,84827.8,11795.5356,6599.431802,7591.473633,0.65996008,9.00162983,1380.688232,2.06,0.25,9,114000,,1.833981471,11.755,7.199,1.539,90.19336882,80,-71205,9887616,9741974,19629590,35.48387097,2353195,17276395,3.05,7.97,Flawed democracy,31.8,Sebastián Piñera,President
United Kingdom,GBR,GB,United Kingdom of Great Britain and Northern Ireland,Pound sterling,London,Northern Europe,Europe,British,54,-2,172151.41,31986.667,241930,218902.7593,22675.97625,142.2830421,41.79477019,3340032.381,3.34E+12,6.793967068,15.67151658,27.30312002,4.055,13.50460456,100,13.1204198,22.80649074,1.869745151,29.74021572,20.91385318,0.634149532,22.97030527,34.62999027,80.35177127,12.2,308650.3,50415.67463,27696.68924,27049.65234,2.07611726,11.34454918,5138.63623,2.46,,7.9,153000,,2.227183979,10,9.1,1.57,96.68023657,82,165790,34561278,33788722,68350000,34.61538462,10497193,57852807,3.52,8.53,Full democracy,36.1,Rishi Sunak,Prime Minister
Czech Republic,CZE,CZ,Czech Republic,Czech koruna,Prague,Eastern Europe,Europe,Czech,49.75,15.5,35297.97,26789,77186.83,73926.22029,4023.399313,14.09637681,35.77803606,330858.3399,3.31E+11,10.66126014,15.97595829,13.13213321,2.593,13.49596272,100,18.95657256,53.06115038,2.172702624,2.740389271,32.48886414,0.113779413,9.231867919,31.62369863,77.73458706,17.2,88835.2,12381.5937,4755.494158,-5775.430176,0,9.4887867,2498.516602,6.62,0.02,12.2,27000,,1.358063832,9.5,11.3,1.617746603,84.54009378,79,22011,5511370,5362319,10873689,26,2767136,8106553,3.14,7.69,Flawed democracy,39.1,Andrej Babiš,Prime Minister
France,FRA,FR,French Republic,Euro,Paris,Western Europe,Europe,French,46,2,285537.54,173364,547557,522936.0993,23030.66088,98.66052415,49.00208102,3030904.09,3.03E+12,4.878357265,13.09253472,24.6201345,7.323,8.068050267,100,49.06154063,2.160448913,9.661149897,3.512725956,77.62780083,0.38261277,6.196516733,44.11016597,46.48797087,16.2,267154.7,58451.48747,36202.71508,996.6835938,1.263931457,12.30787277,5380.875,5.91,0.09,13.8,304000,,1.938723418,10.6,9.8,1.794,85.33331549,82,67761,35242337,32927891,68170228,37.78162912,12422661,55747567,3.52,7.8,Flawed democracy,38,Emmanuel Macron,President
Finland,FIN,FI,Republic of Finland,Euro,Helsinki,Northern Europe,Europe,Finnish,64,26,22680,224090,303947.7,302765.4983,2242.659442,58.2474104,37.95514911,300187.2027,3.00E+11,6.250643222,13.93340347,21.07648111,7.155,10.52012837,100,25.35131372,8.303570127,24.44567547,7.573217488,33.89798388,0.309051416,20.0533551,45.33378503,40.20798299,50.2,36329.9,4506.322031,5877.063898,-4043.95874,2.902627342,10.25,5488,3.61,,15.3,22000,,1.721682903,8.1,11.4,1.32,92.98879471,81,13999,2824316,2759947,5584264,46,794473,4789791,9.9,9.14,Full democracy,38.8,Sanna Marin,Prime Minister
Portugal,PRT,PT,Portuguese Republic,Euro,Lisbon,Southern Europe,Europe,Portuguese,39.5,-8,39622.955,33120,91605.6,87685.7262,4165.146685,5.65740457,39.49748125,287080.0136,2.87E+11,4.311281919,15.15676406,23.04768603,6.491,10.00672739,100,8.044254645,28.71823872,16.88734619,20.59632222,0,2.558452448,30.6390281,76.86056368,77.02412256,32.3,38973.5,11383.20988,3092.139079,1697.155762,0.806067778,10.62,2586,3.45,0.06,11.5,52000,,1.35438934,8,11.9,1.43,84.49690644,82,9999,5557489,4967858,10525347,36.08695652,3378005,7147342,6.19,7.84,Flawed democracy,41.7,António Costa,Prime Minister
United States,USA,US,United States of America,U.S. dollar,"Washington, D.C.",Northern America,America,American,38,-97,4058103.538,3097950,9147420,8903098.427,186573.4467,110.3853317,24.49575375,27360935,2.74E+13,4.116338384,6.283577802,12.17788358,3.625,4.312651233,100,11.87433177,34.23273373,5.84163826,31.94216122,19.32377763,0.90380652,7.386954951,7.308743455,82.42782825,10.9,4320532.5,748241.4029,258002.356,37873.39063,1.476785779,16.57115173,12473.79102,2.87,,16.1,1395000,,3.454919798,11,9.8,1.665,91.75320833,77,999700,169134944,165779952,334914895,28.96551724,55937486,278977409,3.04,7.96,Flawed democracy,34.1,Joe Biden,President
Peru,PER,PE,Republic of Peru,Peruvian new sol,Lima,South America,America,Peruvian,-10,-76,255156.89,721575.333,1280000,1281204.386,3457.867933,35.24525371,22.84419092,267603.2487,2.68E+11,6.455613484,51.90386193,15.92254473,4.82,48.54886501,96.2,7.182319264,0.839360842,49.14095045,45.02704607,0,1.403079729,3.589562911,-14.89958814,79.55568357,30.6,46578.9,31679.81165,10200.52324,-112.878418,0.391034576,6.15173197,412.2085571,1.59,0.17,2.8,158000,75000,1.153567178,17.376,7.505,2.164,74.67495125,73,-61442,17347601,17005118,34352719,38.75968992,7240866,27111853,2.59,6.6,Flawed democracy,24.7,Martín Vizcarra,President
Kazakhstan,KAZ,KZ,Republic of Kazakhstan,Kazakh tenge,Astana,Central Asia,Asia,Kazakhstani,48,68,2137959,34839.192,2699700,2636600.485,6363.389933,22.41204058,17.11651935,261421.1211,2.61E+11,14.72499002,25.64012537,9.447111363,4.847,24.46883441,100,0.60888813,71.56892212,8.705902243,18.39332006,0,1.163729947,0.168125634,-116.8904268,99.17390731,2,211896.7,69749.45146,11597.46426,-7609.539063,0,3.92,403,6.06,,17.6,71000,120,0.509364389,20.57,6.8,3.05,92.29685266,74,0,10314585,9585593,19900177,18.36734694,8322453,11577724,1.48,2.94,Authoritarian,25.5,Qasym-Zhomart Toqaev,President
New Zealand,NZL,NZ,New Zealand,New Zealand dollar,Wellington,Australia and New Zealand,Oceania,New Zealander,-41,174,101750,99085.267,263310,270548.6286,1970.292306,54.56667223,35.92559391,253465.7032,2.53E+11,5.73316283,23.09059311,29.93385652,3.737,19.1389265,100,13.98760974,4.252912566,55.50277118,15.53444181,0,0.002262188,24.57866757,19.47815263,59.74916854,28.9,31359.7,32241.937,14909.88425,-646.2021484,2.22377953,10.04858398,4906.070801,2.57,0.01,11,10000,,1.178867285,11.49,7.53,1.66,95.91020269,83,12999,2633658,2589442,5223100,44.26229508,679786,4543314,7.27,9.26,Full democracy,33,Jacinda Ardern,Prime Minister
Iraq,IRQ,IQ,Republic of Iraq,Iraqi dinar,Baghdad,Western Asia,Asia,Iraqi,33,44,94240,8250,434128,434269.6068,6572.968868,27.43824837,27.61213528,250842.7821,2.51E+11,4.994765964,31.13215503,1.344593618,15.529,26.71690711,100,0.330700641,0,3.731754737,24.41745742,0,25.73198688,0,-229.390491,95.98417678,1.1,163511.5,85916.97036,5439.691289,14043.83984,3.467376,5.24727583,248.923111,1.32,0.01,3.6,459000,1124000,1.666967743,27.035,4.433,3.445,78.71561135,71,-6000,22698062,22806498,45504560,29.05198777,12923750,32580810,1.49,4.06,Hybrid regime,16.3,Adil Abdul-Mahdi,Prime Minister
Algeria,DZA,DZ,People's Democratic Republic of Algeria,Algerian dinar,Algiers,Northern Africa,Africa,Algerian,28,3,413160.71,19583.333,2381741,2305478.23,9357.099747,,,239899.4911,2.40E+11,9.322173759,31.02165228,,11.814,27.08518243,100,0.030106036,0,0.210761941,98.35751039,0,1.319805808,0.111921858,-177.1243579,99.97791672,0.1,161563,86543.92362,12578.7476,-7720.558594,1.124754652,5.5283432,204.5666199,1.9,0.05,2.5,326000,2500,4.779438286,20.572,4.329,2.829,70.77,77,-9999,22389320,23217161,45606480,7.862407862,11279395,34327085,1.71,3.5,Authoritarian,24.2,Abdelmadjid Tebboune,President
